true_label,pred_label,text_length,text_processed,component_name,product_name,confidence
normal,major,104,security warn dialog cannot make permanent checkbox useragent rva identifier rva insecure submit first time example enter search term httpwwwgooglecom warn dialogue appear checkbox allow warning future disable submission occur checkbox leave blank search naturally prompt warning hand box check dialog appear second submission problem lie dialog appear second time checkbox blank force security conscious user check submission eventually make desist workaround enter url aboutconfig make securitywarnsubmitinsecureshowonce false necessary make securitywarnsubmitinsecure true problem probably true option securitywarn kind fill insecure form one httpwwwgooglecom submit warn dialog appear check box allow futher similar warning appear repeat first actual checkbox warn dialog unchecked checkbox appear select,Preferences,FIREFOX,0.2872900899928684
trivial,normal,9,add naist mirror please add naist mirror httpwwwmozillaorgmirrorshtml httpmozillamirrornaistjp,General,WWW.MOZILLA.ORG,0.3433653084895791
normal,major,48,typed character appear twicedouble visit site java applet useragent macintosh intel mac rv identifier macintosh intel mac rv visit httpwwwtypingtestcomtestdefaultasp start type test character type instance location bar appear twice seem related bug httpjackassofalltradescomtmpfirefoxvdmg httpwwwtypingtestcomtestdefaultasp start test type location bar actual everything type appear twice ie becomes hhttttpp,Widget: Mac,CORE_GRAVEYARD,0.22896146910708232
critical,blocker,15,tagged firefoxrelease seem tagged firefoxrelease example httpbonsaimozillaorgcvsgraphcgifilemozillaprofilemakefilein version release list ff fixed people ff cv,General,FIREFOX,0.3608209870925443
critical,normal,18,run mass change clear group bit suspect bug run mass change local install notice bug group groupset reset,Bugzilla-General,BUGZILLA,0.3027750709296894
minor,critical,28,fails process give info sometimes fail process url field show one case usually crash happens socorro cant process show error top fail process correctly look know finish processing,General,SOCORRO,0.38893846035081103
normal,minor,34,sslstartgatherbytes dead comment date useragent macintosh intel mac rv identifier call socksstartgather sslsocksc caller must hold recvbuflock int sslstartgatherbytessslsocket s sslgather g unsigned int count function call sslsocksc actually sslsocksc exist find sslsockc call,Libraries,NSS,0.23296062451965593
normal,major,78,left side menu appear define css useragent linux rvb identifier linux rvb menu leave side appear correctly link underline font incorrect accord cs locate httpwwwcanoecajincludesjamcss hover leave side menu link appear correctly link visit previously appear correctly go httpjamcanoecajambookshomehtml actual menu leave side underlined link font wrong size hover link correct font colour display font colour also correct link visit similar httpjamcanoecajam seem appear correctly difference could style instead link cs notice behaviour netsape work properly ie konqueror,English Other,TECH_EVANGELISM_GRAVEYARD,0.3513412071600653
normal,trivial,56,patch multi day day event save ical useragent linux rvb identifier linux rvb create event last day run several day show fine soon calendar rereads ical event becomes single day event check unchecking calendar create event calendar last day one day uncheck calendar check calendar actual event becomes single day event thanks joshua eddy finding bug,Internal Components,CALENDAR,0.2232094681237081
normal,trivial,90,bookmark toolbar highlight wrong element show wrong folder tooltip show useragent macintosh intel mac rvbpre minefieldbpre identifier macintosh intel mac rvbpre minefieldbpre linger item bookmark toolbar folder little long require tooltip show move mouse cause brief highlight wrong element usually first second folder cursor move far enough horizontally different folder folder show instead one initially select folder bookmark toolbar select folder toolbar move cursor element list point cursor far right possible still item wait tooltip appear plus one two second move mouse actual highlight flicker place sometimes wrong folder show,Widget: Cocoa,CORE,0.23673184140201348
minor,trivial,11,expansion voteremovedmail honour emailsuffix useragent dede rv identifier followup bug bug,Email Notifications,BUGZILLA,0.2650498518067222
normal,major,34,downloads download folder directory cant change useragent rvb identifier rvb go tool option downloads download folder choose save folder matter change download directory remain say desktop actual downloads send desktop downloads send directory choice,Preferences,FIREFOX,0.22946089465251035
blocker,normal,12,trunk hourlies start regression httpbonsaimozillaorgcvsquerycgimodulephoenixtinderboxdateexplicitmindateamaxdatea make profile appear second task manager kill,Startup and Profile System,TOOLKIT,0.33498991789295546
minor,normal,69,nsappshellservice default hiddenwindow url might exist str start xulrunner app without browserhiddenwindowchromeurl pref set override chromeglobalcontenthiddenwindowxul actual observe dialog claim cant find find various weirdities app function later cf bug dialog app attempt function normally latter probably cause bug dialog way fixed think note bug mean cant turn aboutblank least far tell thats mean also make wonder mac different thing rest world whether change ccing bsmedberg answer latter question,Startup and Profile System,TOOLKIT,0.2807640889122543
critical,normal,55,setuid root program link nspr allow elevation privilege cve believe affect unixlinux system platformos target cover choose allall nspr log controlled couple environment variables one enable second control name log appear work optimize nondebug setuid root program link nspr user clobber system root writable set nsprs environment variable log run setuid root program link nspr,NSPR,NSPR,0.314405190153403
major,normal,48,ini parser read memory beyond eof valgrind spews lot strchr macreplacestrmemc nsiniparserfindkeychar char char int nsiniparsercpp nsiniparsergetstringchar char char int nsiniparsercpp nsiniparsergetstringallocchar char char int nsiniparsercpp address xeea bytes block size allocd malloc vgreplacemallocc nsiniparsernsiniparserchar nsiniparsercpp nsxicontextloadresources nsxicontextcpp nsxinstallerparseconfig nsxinstallercpp read buffer big enough content room null termination,Installer,SEAMONKEY,0.38330952219838416
normal,critical,32,periodically autosave state crash recovery split bug leave one add ui let user avoid crash loop portion actually periodic autosaving go ahead since hide pref people turn know go nuke bad state,General,CAMINO_GRAVEYARD,0.39107683806304705
normal,major,68,comedycentralcom cant view motherload video useragent rv identifier rv comedy central website change format require mediaplayer version download mediaplayer follow instruction website one cant play video still play videos sits load buffer internet explorer work fine write comedy central problem receive response ie watch comedy central video via internet go teo home comediancorrespondents section archive videos actual video load mediaplayer sit nothing ie mediaplayer contact load buffer video,English US,TECH_EVANGELISM_GRAVEYARD,0.38041261097426876
major,trivial,76,automatically check updates extension theme unchecked check manually useragent rvb identifier rvb whenever check update extension theme manually checkbox autocheck update extension theme automatically unchecked even though sometimes like check update manually mean would like check manually time zip rvb dpa go tool option advance update check box label extension theme check button aforementioned checkbox finish cancel button exit update matter do check notice extension theme checkbox unchecked autoupdate extension theme checkbox remain checked ff perfectly,Preferences,FIREFOX,0.225111121584999
normal,major,49,work text flow toonarrow container useragent rv firefoxrc identifier rv firefoxrc httpsupdatemozillaorgthemesshowlistphpnumpgoswindowsversionsubmitupdate text work rc icon align way text overlap table border browse url httpsupdatemozillaorgthemesshowlistphpnumpgoswindowsversionsubmitupdate actual text work rc icon align way text overlap table border text work rc icon align way text overlap table border pr seem problem,Public Pages,ADDONS.MOZILLA.ORG_GRAVEYARD,0.27752319487032684
minor,normal,34,remove unused function foreachentry getitemswithflagunset getstagedleafname create attachment remove foreachentry getitemswithflagunset getstagedleafname foreachentry add bug remove bug getitemswithflagunset add checkin httpbonsaimozillaorgcvsviewcgidiffmodecontextwhitespacemodeshowrootcvsrootsubdirmozillatoolkitmozappsextensionssrccommanddiffframesetfilensextensionmanagerjsinrevrev remove think bug getstagedleafname add bug never remove function save kb code size,Add-ons Manager,TOOLKIT,0.3290794451703408
minor,trivial,43,fix compiler warning redefine log necko create attachment patch fix checkin comment minor simple fix sr need define log differently various place necko one filenetwerkbuildnsnetmodule actually even macro wind various definition already undef log various place need add couple make warn go away,Networking,CORE,0.3122534019434959
trivial,normal,60,fix word go error mozillaorgs go error sorry request longer suitable replacement redirect issue quote sentence end preposition incorrect grammar also know refer there congruency two clause suggest either additionally believe sentence suffers faulty parallel syntax there nothing sufficiently connect three clause belong sentence word particular suggests least somewhat separated version error issue correct would sorry request longer replacement exists,General,WWW.MOZILLA.ORG,0.3291794333283333
trivial,normal,34,whois reply display conversation nolog flag original post bio utc make sense unknown nickname middle log channel anything private include log public channel type whois command whois reply contain channel name public list also,IRC,CHAT_CORE,0.3393502736176581
major,normal,71,bugzilladtd quite correct point npmwebtools dtd couple optional element exporter urlbase stuff export landfill fails validation however miss opsys enum value invalid sure happen occurs bmo however last bug affect bmo bug whatever corruption presumably fix newsgroup say still output empty value think change mind guarenteed give correct information sanity check fail course never allow fail there much option mysql therefore add sanity check fail check anyway opsys likely valid end,Bugzilla-General,BUGZILLA,0.312717308135601
major,critical,64,imap server connection sluggishunresponsive useragent rvb identifier rvb agains cyrus imap server inbox subfolders sometime work ok code start act badly visit different imap subfolders suddenly hour glass update folder content move another folder usually work go back hung folder hour glass first think something wrong server week switch never happen old happens one exit active hung folder connection application usually crash probably sure,Networking: IMAP,MAILNEWS_CORE,0.3516459039947015
normal,trivial,89,favicon background unhovered toolbar wrong background color useragent macintosh ppc mac macho rvb identifier macintosh ppc mac macho rvb transparent background around favicon tab wrong background color tab hover upon hover still keep tab background transparency around favicon normal three tab hover mouse one background tab look area around tab favicons actual notice background around favicon hover tab match rest tab background compare nonhovered background tab color around favicon match tab background happen default favicon little globe real favicon favicon background match rest tab background regardless whether hover tab,Toolbars and Customization,FIREFOX,0.2839289215632309
trivial,minor,34,aboutplugins include link netscape useragent macintosh ppc mac macho rv multizillaa identifier macintosh ppc mac macho rv near top aboutplugins say find information browser plugins netscapecom netscapecom link httphomenetscapecompluginsindexhtml remove since longer affiliate netscape,Plug-ins,CORE,0.24000275490338333
minor,normal,14,dynamically add text mozgrid make text appear reference identical doms look happen mozgrid mozgridgroup,XUL,CORE,0.3678496429770774
normal,minor,91,statusbaradvanced option software updater fail even extension update exists useragent rv identifier rv doubleclicking update section status bar give message encounter problem find updates item detail button list extension happen regardless whether update actually exisits however selecting extension extension manager press update successfully find update assume one available install extension url another one update available doubleclick update area status bar actual encounter problem find updates item list extension detail box include update available list available update accord ethereal successfully fetches extension update httpwwwpikeymeukmozillatestupdatetestrdf attempt fetch httpupdatemozillaorgupdaterdf sure cover bug separate bug,Application Update,TOOLKIT,0.2862148262341357
critical,normal,6,since cairo update bpp work linux,Graphics,CORE,0.2951251515070675
normal,critical,13,miss breakpadcrashreporter crash hour ago breadpad send crashstack httpcrashstatsmozillacomreportindexabfdcabdeddate far process still find,Server Operations,MOZILLA.ORG_GRAVEYARD,0.35787744845246133
normal,critical,87,crash nspalmsyncsupportgetpalmsyncinstall create attachment fix pick crash stats nspalmsyncsupportgetpalmsyncinstallnsilocalfile dbuildstinderboxseamonkeytrunkwinntdependmozillamailnewsextensionspalmsyncsrcnspalmsyncsupportcpp nspalmsyncsupportlaunchpalmsyncinstallexe dbuildstinderboxseamonkeytrunkwinntdependmozillamailnewsextensionspalmsyncsrcnspalmsyncsupportcpp nspalmsyncsupportobservensisupports char const unsigned short const dbuildstinderboxseamonkeytrunkwinntdependmozillamailnewsextensionspalmsyncsrcnspalmsyncsupportcpp nsobserverlistnotifyobserversnsisupports char const unsigned short const dbuildstinderboxseamonkeytrunkwinntdependmozillaxpcomdsnsobserverlistcpp nsobserverservicenotifyobserversnsisupports char const unsigned short const dbuildstinderboxseamonkeytrunkwinntdependmozillaxpcomdsnsobserverservicecpp nsxredirproviderdostartup dbuildstinderboxseamonkeytrunkwinntdependmozillatoolkitxrensxredirprovidercpp xremain dbuildstinderboxseamonkeytrunkwinntdependmozillatoolkitxrensapprunnercpp nsinternalmainint char dbuildstinderboxseamonkeytrunkwinntdependmozillasuiteappnssuiteappcpp wmain dbuildstinderboxseamonkeytrunkwinntdependmozillatoolkitxrenswindowswmaincpp tmaincrtstartup fspvctoolscrtbldselfxcrtsrccrtexec baseprocessstart look like probable user play around profile description httpcrashstatsmozillacomreportindexfbdbddccabded cause obvious patch come fix anyway problem getinstalllocation return success null install location need handle case patch attach also change em service return actual failure rather generic one think null installlocation nserrorfailure best,Palm Sync,MAILNEWS_CORE_GRAVEYARD,0.48720959969026706
normal,trivial,12,hide text pad value high useragent rva minefielda identifier rva minefielda regression,Layout: Form Controls,CORE,0.24903113458560105
normal,major,98,mail mark read read useragent nl rv identifier version since dutch version thunderbird version mail mark read arrive mailbox arrive mark unread message right corner show mail information sender short summary mail mail mark read disable option show message right corner mail keep mark unread read message happen imap account rss feed pop turn option show message right corner mail summary sender send email imap account receive mail mail show read message right corner dissapears disable option preference menu send email imap account receive mail mail show unread even second normally incoming mail keep unread read mark read,Mail Window Front End,THUNDERBIRD,0.23830618836152978
blocker,normal,30,restart chat server openfire jabber server chatsupportmozillacom need restart many helper unable answer question conference room permission seem change unauthorized user ask sumo ircmozillaorg restart make sure question resolve first,Server Operations,MOZILLA.ORG_GRAVEYARD,0.30691960414708314
normal,minor,70,bookmark completely empty folder show useragent rv net clr identifier rv net clr ever since bookmark show completely empty bookmark menu item bookmark organize bookmark bookmark toolbar empty attempt add bookmark show bookmark toolbar bookmark menu folder dropdown address box show history bookmark however manually type address bookmarked star address box turn gold add bookmark look notice actual would set onto permanent private browsing mode work even enter normal browsing,Bookmarks & History,FIREFOX,0.30551951935092914
normal,trivial,15,remove xpcidispatchsupport useragent rva firefoxa identifier obsolete api serf support soon remove activex embed api,XPConnect,CORE,0.3395168764396078
major,normal,38,user prefs tab let change password email address user impersonate env method userinfoclassenvcgi bug comment user prefs tab userprefscgitabaccount allows change password email address user impersonate env method userinfoclassenvcgi happen impersonate someone look like auth system confuse case,User Accounts,BUGZILLA,0.2963890572495477
critical,minor,177,core preference system bug stop chatzilla startup useragent macintosh ppc mac macho rv identifier macintosh ppc mac macho rv chatzilla toolbar menu manual method display follow error message exception component return failure code nserrorfilealreadyexists nsiprefservicesavepreffile nsresult nserrorfilealreadyexists location j frame chromechatzillacontentlibjsprefmanagerjs pmarrayupdate data queryinterface function native code message string component return failure code nserrorfilealreadyexists nsiprefservicesavepreffile number name string nserrorfilealreadyexists filename string chromechatzillacontentlibjsprefmanagerjs linenumber number columnnumber number location object inner object null data object null tostring function native code initialize function native code press ok message main chat miss none menu item top screen edit etc present either important note chatzilla follow irc hyperlink webpage error occur chatzilla fine several extension instal system list additional information run chatzilla toolbar menu etc actual menu item top screen error message chatzilla windowwelcome message display chatzilla windowwelcome message error display menu item top screen follow extension installed translate bugmenot image toolbar nuke anything google pagerank status flst context search bettersearch sage adblock nightly bandwidth tester undoclosetab customizegoogle greasemonkey chatzilla greasemonkey script instal affect site amazoncom igncom imdbcom weathercom gamespotcom gamespycom macworldcom,ChatZilla,OTHER_APPLICATIONS,0.25604184035033806
normal,minor,64,tab bookmarked tab session malformed link import galeon wyciwyg front stopps position tab useragent compatible konqueror khtml like identifier linux rva bookmark attach possible tabs tab becaus ff stopps malformed url wyciwyg import galeon tab bookmark tab attach bookmarkshtml actual tab malformed urlsecond last tab tabs bookmark handle malformed url nothing correct good url make tab session save bookmark tab enter session url wyciwyghttpwwwpbversicherungdekarrierestellenboerseindexpbvjsp,Bookmarks & History,FIREFOX,0.28752952163446144
trivial,normal,9,anomaly back button texture forward button create attachment screenshot,Theme,FIREFOX,0.37106568378229104
minor,normal,23,attribute trigger assertion getelementbyid fix caller attribute trigger assertion getelementbyid fix caller bug cover turn assertion kind warn think warn would appropriate attribute,XUL,CORE,0.32018711119317644
trivial,normal,30,disabled link toolbar button need threedimensional appearance bug introduce threedimensional disabled appearance toolbarbuttons classic skin however rule bookmarks link toolbar button conflict disabled link toolbar button draw incorrect system colour,Themes,SEAMONKEY,0.3361528212876241
blocker,critical,607,breakpad continually send crash manually stop breakpad continually send crash manually stop macbookcrash dave tail submitlog sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully sun mar crash submit successfully macbookcrash dave cd submit macbooksubmitted dave ls lt grep mar sed sdave dave mar bpeedcbdabdeftxt mar bpebebeedcaceabdectxt mar bpaeedcacabdeftxt mar bpccbcaeedcebabdedtxt mar bpbfceedcbadabdedtxt mar bpfeecceedcbabdectxt mar bpbdaeeedcacabdectxt mar bpeeedcdbabdetxt mar bpaceedcacabdedtxt mar bpdeeedcaabdectxt mar bpfabeedcddabdedtxt mar bpbffeedcffabdedtxt mar bpedeedcbcdabdedtxt mar bpdbfeedcafabdectxt mar bpbbdeedcaabdectxt mar bpfafeedcaffabdetxt mar bpcaeedcbaabdectxt mar bpeeedcbfabdedtxt mar bpceedcbfcabdetxt mar bpaffeedcbabdedtxt mar bpaeedcbabdetxt mar bpdcfeedcdbaabdedtxt mar bpabeeedcbadabdedtxt mar bpfedeedcaedabdectxt mar bpdbeeedcdbabdedtxt mar bpcceeedccabdedtxt mar bpfdbfeedcbabdedtxt mar bpfaccceedcbabdetxt mar bpfadeedcbabdectxt mar bpfbcaeedcabdedtxt mar bpffceedcefabdectxt mar bpeedeedccdabdeftxt mar bpebbaeedcafabdedtxt mar bpefadeedccaabdedtxt mar bpeeeedcabdetxt mar bpeceadeedcfbabdedtxt mar bpdebeedcabdedtxt mar bpdbaeedceabdedtxt mar bpdfbeedceeabdedtxt mar bpdcdeeedcbbeabdetxt mar bpddbeedcbeaabdetxt mar bpcfbceedcbddabdetxt mar bpccdaeedcabdedtxt mar bpceeedcababdedtxt mar bpcfebdeedcbbabdedtxt mar bpceaeedcabbabdedtxt mar bpbfddeedcbcabdeftxt mar bpbcbdbceedcbfeabdectxt mar bpbafcfeedcdaabdedtxt mar bpbeedceabdectxt mar bpbadaeedcafeabdedtxt mar bpbeedcadabdedtxt mar bpaddeedceabdedtxt mar bpaaeeedcbadabdedtxt mar bpaafaeedcabdectxt mar bpabeedcbabdedtxt mar bpaedeedccbabdedtxt mar bpddeedcbbabdedtxt mar bpacfeedcabdetxt mar bpabaeedcacabdetxt mar bpcdcaeedcbababdedtxt mar bpcebeedcabdedtxt mar bpeeaaeedcbeabdetxt mar bpbeeedcbdabdedtxt mar bpaaeedcfacabdetxt mar bpeeedceabdedtxt mar bpeedcbacabdetxt mar bpeffaeedccabdetxt mar bpbdbeeedcabdectxt mar bpcaeeedcabdetxt mar bpaddceedcabfabdectxt mar bpceedcaaabdeftxt mar bpfbdeedcabdetxt mar bpcbeedccaabdetxt mar bpfaeedcafaabdeftxt mar bpfeceeedcfabdedtxt mar bpcceedcadeabdectxt mar bpfeedcbbabdetxt mar bpcfebeedcbabdetxt mar bpeeedcbbabdetxt mar bpcebeeedcaddabdeftxt mar bpbfbeedccbabdetxt mar bpaeedcabdeftxt mar bpdcaeedcaabdeftxt mar bpaeedcabdedtxt mar bpfeedcbcabdectxt mar bpedeedcabdeftxt mar bpeeedcacabdeftxt mar bpeeaeedcbaabdeftxt mar bpafceedcbcabdedtxt mar bpdebeedcfabdectxt mar bpcaceedcafabdectxt mar bpbdeedcbcfabdectxt mar bpebeedcaaabdectxt mar bpbaceedcbfabdedtxt mar bpddeedcfabdedtxt mar bpbfaeedccabdedtxt mar bpfaeedcabdeftxt mar bpfacceedcaabdetxt mar bpcfceedcbabdetxt mar bpfeeeedcbaabdeftxt mar bpdaeedcbdabdeftxt mar bpbbfeedcbbeabdetxt mar bpfaeeedccabdectxt mar bpcbbeedcbfdabdedtxt mar bpbaeedcbabdeftxt mar bpceedceabdetxt mar bpaeedcaabdetxt mar bpfffeedcabdedtxt mar bpfcdceedcfabdetxt mar bpfbbcbeedcbabdeftxt mar bpfafceedcbcaabdectxt mar bpffeedcbeabdeftxt mar bpffeceedccfabdetxt mar bpeddbeedcbcabdeftxt mar bpeaeaeedcabdectxt mar bpeeedcabdetxt mar bpeeaceedcbeeabdectxt mar bpefeedcbbabdectxt mar bpddaeedcfabdeftxt mar bpdaafaeedcdabdedtxt mar bpdeeedcbcabdectxt mar bpdfbeeedcabdeftxt mar bpddcedeedcabdedtxt mar bpcdcdeeedcbfdabdeftxt mar bpcaafbaeedcabdetxt mar bpcdeeedcaccabdeftxt mar bpceeedcbabdedtxt mar bpccdeedcafbabdetxt mar bpbeaceedcababdetxt mar bpbbadeedcaeabdetxt mar bpbcbeedcbbdabdedtxt mar bpbeeeeedcbabdetxt mar bpbedeeedcbabdetxt mar bpaeeedcbaafabdectxt mar bpabfeeedcbdabdetxt mar bpaaeedcbfabdetxt mar bpafaaeedcaeaabdetxt mar bpadcdeedcbaabdetxt mar bpeceedccbabdetxt mar bpbbeeedcafabdedtxt mar bpaeeedcadeaabdectxt mar bpfeedcaabdetxt mar bpaeedcbdabdedtxt mar bpfeedcacabdectxt mar bpceedcbeabdedtxt mar bpaeedcbeabdetxt mar bpdeedcbbabdectxt mar bpffeeedcdeabdedtxt mar bpfddcfeedcaabdedtxt mar bpccceedcaccabdetxt mar bpbeeedcfabdetxt mar bpceeedcadabdectxt mar bpeedcaabdetxt mar bpfeeeedcbcabdetxt mar bpdcceedcabdectxt mar bpacdeedcaaaabdedtxt mar bpefeedcbcabdedtxt mar bpaeedcafabdedtxt mar bpcaeedcbabdeftxt mar bpdbadeedcabdectxt mar bpacdeedcaaabdectxt mar bpceedcafaabdectxt nuff say,Crash Reporting,TOOLKIT,0.446245807813401
trivial,normal,58,inconsistant syntax highlight tag helper useragent linux rva buildid linux rva view source tag convert low case much digust like upper case except tag highlight case change know insignificant bug think let know anyway create tag make sure upper case tag view source actual tag highlight case change low case like tag highlight tag highlight case change tag,View Source,CORE_GRAVEYARD,0.22617411436600512
major,normal,26,create inproduct web qa ready start test specific inproduct locale tuesday please create specific version httplocalewwwmozillacomlocalefirefoxfirstrun httplocalewwwmozillacomlocalefirefoxwhatsnew testing purpose entail copy appropriate directory locale correspond directory,General,WWW.MOZILLA.ORG,0.34854801502233973
